hostname,ip,protocols,is_active,model,comment,created_by,admin_user,admin_user_display,platform,nodes,org_id,org_name
192.168.100.30,192.168.100.30,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.31,192.168.100.31,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.32,192.168.100.32,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.33,192.168.100.33,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.35,192.168.100.35,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.39,192.168.100.39,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.41,192.168.100.41,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.43,192.168.100.43,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.44,192.168.100.44,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.45,192.168.100.45,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.46,192.168.100.46,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.47,192.168.100.47,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.48,192.168.100.48,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.51,192.168.100.51,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.52,192.168.100.52,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.53,192.168.100.53,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.54,192.168.100.54,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.62,192.168.100.62,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.63,192.168.100.63,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.64,192.168.100.64,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.80,192.168.100.80,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.81,192.168.100.81,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.82,192.168.100.82,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.104,192.168.100.104,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.116,192.168.100.116,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.151,192.168.100.151,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.152,192.168.100.152,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.153,192.168.100.153,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.154,192.168.100.154,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.155,192.168.100.155,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.156,192.168.100.156,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.157,192.168.100.157,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.158,192.168.100.158,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.159,192.168.100.159,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.160,192.168.100.160,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.161,192.168.100.161,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.162,192.168.100.162,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.163,192.168.100.163,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.164,192.168.100.164,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.165,192.168.100.165,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.166,192.168.100.166,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.100.167,192.168.100.167,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.3,192.168.70.3,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.5,192.168.70.5,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.6,192.168.70.6,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.7,192.168.70.7,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.10,192.168.70.10,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.11,192.168.70.11,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.12,192.168.70.12,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.13,192.168.70.13,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.16,192.168.70.16,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.17,192.168.70.17,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.18,192.168.70.18,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.19,192.168.70.19,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.20,192.168.70.20,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.23,192.168.70.23,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.28,192.168.70.28,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.30,192.168.70.30,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.32,192.168.70.32,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.34,192.168.70.34,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.38,192.168.70.38,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.39,192.168.70.39,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.40,192.168.70.40,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.41,192.168.70.41,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.42,192.168.70.42,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.43,192.168.70.43,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.44,192.168.70.44,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.45,192.168.70.45,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.46,192.168.70.46,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.48,192.168.70.48,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.49,192.168.70.49,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.50,192.168.70.50,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.52,192.168.70.52,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.53,192.168.70.53,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.70.60,192.168.70.60,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.40.10,192.168.40.10,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
192.168.40.12,192.168.40.12,"ssh/22,",TRUE,,bulk imported,,111f0225-8efc-44e4-8177-28d2b1306c3d,Root for Network Appliance,Switch,"21274c18-63cd-40c1-8d07-2b68927034b1,43a0aa7e-fb3e-418e-9c6b-bd56c9467fee",,DEFAULT
